abs_pretanh,actor_ent,actor_logprob,actor_loss,actor_loss_bc,batch_reward,buffer_size,critic_loss,critic_q1,critic_q2,critic_target_q,episode,episode_length,episode_reward,fps,frame,max_abs_pretanh,step,total_time
0.5602550386786461,-28.676084518432617,28.731149951934814,-0.30915771377086637,0.0,1.361760698378086,126751.0,11.956270746350288,-2.6063226195573805,-2.6061749138832093,-2.5397221218943598,7.0,245.0,0.0,10.725113773113762,2000,8.118398688316345,1000.0,2673.2434039115906
0.33437497055530546,-28.676084518432617,28.68570188140869,-11.838001819610596,0.0,0.34901844833791257,127731.0,9.878339241027833,10.151116787433624,10.150906963825225,10.171567464351654,14.0,245.0,0.125,31.782097495628182,4000,4.270904389858246,2000.0,2734.9133429527283
0.42782137155532834,-28.676084518432617,28.714502101898194,-24.19783522796631,0.0,0.5294746777415276,128711.0,10.452497673034667,21.99081974220276,21.990001678466797,22.003025201797485,21.0,245.0,0.5,31.584010155893157,6000,6.059641705989837,3000.0,2796.9700610637665
0.5246207795143127,-28.676084518432617,28.752642402648927,-32.51511083984375,0.0,0.558742654144764,129691.0,9.193747868537903,30.78160041809082,30.782633544921875,30.788856792449952,28.0,245.0,0.0,32.418158476254455,8000,8.049607069969177,4000.0,2857.430004119873
0.6194710580706596,-28.676084518432617,28.76063038253784,-38.13231134033203,0.0,0.6359030649065971,130671.0,13.516621071815491,36.41009906005859,36.40962176513672,36.41627206420898,35.0,245.0,0.75,32.00682693048782,10000,10.052323791503905,5000.0,2918.6669404506683
0.5914080771803856,-28.676084518432617,28.745167324066163,-46.21345660400391,0.0,0.8606968544721604,131651.0,15.314865827560425,44.3282841796875,44.328759963989256,44.33556217193603,42.0,245.0,0.625,32.09299357195069,12000,8.748249820709228,6000.0,2979.7394614219666
0.6025883176922798,-28.676084518432617,28.76962700653076,-53.898711006164554,0.0,0.9972595183849334,132771.0,14.415384508132934,51.810683624267575,51.8094640045166,51.816854080200194,49.0,245.0,0.75,32.32808496586541,14000,12.085886056900025,7000.0,3040.367859840393
0.769912229180336,-28.676084518432617,28.820586196899413,-63.05013017272949,0.0,1.1835097301006317,133751.0,15.70365286064148,60.684131103515625,60.68411872863769,60.691101356506344,57.0,248.88888888888889,0.6666666666666666,36.9633058169726,16000,14.821782583236695,8000.0,3100.9685006141663
0.7411711580753326,-28.676084518432617,28.826908489227296,-70.0625585784912,0.0,1.3153099851608276,134731.0,16.898207864761353,67.92027375793457,67.92022479248047,67.92774779510498,64.0,245.0,0.875,32.536806458689405,18000,14.949713716506958,9000.0,3161.2079722881317
0.7522355852127075,-28.676084518432617,28.81850090408325,-77.56545307922363,0.0,1.4806040251255035,135711.0,17.105633401870726,75.32445088195801,75.32352041625977,75.33015499877929,71.0,245.0,1.125,32.24751105809476,20000,15.50096799659729,10000.0,3221.987857580185
0.7306244250535965,-28.676084518432617,28.827417385101317,-84.42840776062012,0.0,1.6436521949768066,136691.0,17.16103849411011,82.28755476379395,82.28745957946778,82.29434956359863,78.0,245.0,1.375,32.271177833776406,22000,15.408397459030152,11000.0,3282.723168373108
0.6994117132425308,-28.676084518432617,28.816633228302003,-91.55136143493652,0.0,1.8130549166202545,137671.0,17.29761111831665,89.53937553405761,89.53935777282715,89.54639488220215,85.0,245.0,1.5,31.745513920029357,24000,14.347405874252319,12000.0,3344.464176416397
0.743883238196373,-28.676084518432617,28.8424430809021,-99.25320474243163,0.0,1.95535395693779,138651.0,20.149285116195678,97.23184609985351,97.23156875610351,97.23698530578613,92.0,245.0,1.25,31.734527444207195,26000,14.181218536376953,13000.0,3406.2265586853027
0.7178406298160553,-28.676084518432617,28.824229511260988,-105.73953298950195,0.0,2.001375858545303,139771.0,23.776401641845702,103.79927326965333,103.79887084960937,103.80809635925293,99.0,245.0,1.0,31.5142891480849,28000,14.230651262283326,14000.0,3468.420569419861
0.7153181995153427,-28.676084518432617,28.81594105911255,-111.30396401977539,0.0,2.1139594213962556,140751.0,27.963475269317627,109.39927786254883,109.39891999816895,109.4080018157959,107.0,248.88888888888889,1.3333333333333333,36.15059971287118,30000,14.244550212860107,15000.0,3530.3835804462433
0.7051900045871735,-28.676084518432617,28.8211753616333,-116.66537576293945,0.0,2.177358072757721,141731.0,33.71819850540161,114.7042307434082,114.70320759582519,114.70865794372558,114.0,245.0,1.5,32.01366388060451,32000,13.428053224563598,16000.0,3591.6074385643005
0.6991260375976562,-28.676084518432617,28.826077404022218,-122.77768406677247,0.0,2.255164242267609,142711.0,32.511628944396975,120.66532012939453,120.66540155029297,120.67260209655761,121.0,245.0,1.625,32.24197465106592,34000,12.789282554626466,17000.0,3652.397760629654
0.6775936489105224,-28.676084518432617,28.81746724319458,-129.01650183105468,0.0,2.3713335120677947,143691.0,30.828524311065674,126.77921005249023,126.77966088867187,126.78316728210449,128.0,245.0,1.625,32.202266581091514,36000,12.443276703834533,18000.0,3713.2630417346954
0.6996573218107224,-28.676084518432617,28.826336517333985,-134.27966537475587,0.0,2.4753523712158203,144671.0,30.953235229492186,132.06286026000976,132.0625070953369,132.0697045288086,135.0,245.0,1.5,32.22072214692233,38000,12.916017475128173,19000.0,3774.0934607982635
